JP title,JP Body text,Url (JP),Url (eng),English Title,English Body
五輪大臣 「スポーツが嫌い」,"桜田義孝氏は五輪大臣に加えサイバーセキュリティーも担当しているが、英語が喋れずパソコンの操作ができない以外にも、スポーツが嫌いであることも認めた。
2020年東京五輪・パラリンピック大会に向けたフォーラムで桜田大臣は「スポーツはもとから好きじゃなかった。役に立たないじゃないか。汚職はスポーツだったら違うけど。」と言った。
「五輪大臣になって恥が二つある。スポーツが嫌いなことと、障害を持っている人があまり好きではないことだ。」
さらに桜田大臣は、グレコローマンレスリングが一番嫌いなスポーツだと言った。
「あのスポーツは本当に必要なんですか？」
「大の大人がレオタードを着てレスリングをするんですか。本当に？」
記者団は、桜田大臣が最後に指摘したユニフォームに関しては納得した。
翻訳: Yuki
Image: Reuters",https://www.therisingwasabi.com/olympics-minister-confesses-to-hating-sport-jp/,https://www.therisingwasabi.com/olympics-minister-confesses-to-hating-sport/,Olympics Minister Confesses To “Hating Sport”,"Yoshitaka Sakurada, minister for both cyber security and the 2020 Tokyo Olympics and Paralympics, who recently admitted that he can’t use computers or speak English, has also confessed to hating sport.
“I’ve never liked sport, that is unless of course, you call corruption
a sport,” Sakurada said at an event in preparation for the Tokyo Olympic Games.
 “There are two things
that I’ve been feeling ashamed of since I became a minister for the Olympics — disliking
sport and not being very fond of disabled people.”
Sakurada cited Greco-Roman wrestling as the sport he most dislikes.
“I mean, is it really necessary?”
“Grown men wrestling in leotards? Really?”
The press club all nodded in agreement to Sakurada’s last point on Greco-Roman wrestling.
Image: Reuters
[
]"
通勤中の男性、昨日のラッシュアワー以来初めて人に触れる,"今朝、通勤中の都内在住の男性が、昨日の夕方のラッシュ以来初めて人の肌の温もりに触れたことが分かった。
鳩山太郎(52)さんは「知らない中年男性に、優しく、かつしっかりとした手つきで押される感覚は他に例えようがない」と言う。
特に、純白の手袋に包まれた手が一番だという。
このような高揚感は、都心ではパズル&ドラゴンズを通じた人間とドラゴンの間でしか得られない。
「最後に人の心拍を体で感じたのはいつだろう。一呼吸、一つの動作がみぞおちで感じられる」と鳩山さんは自分の顔から7cm前にいる男性を見ながら思った。
5人の乗車客に囲まれた24分間のうち、常に誰かと体が触れ合っていった。
翻訳: Yuki
[
]",https://www.therisingwasabi.com/salaryman-experiences-first-human-touch-jp/,https://www.therisingwasabi.com/salaryman-experiences-first-human-touch-since-yesterdays-peak-hour/,Salaryman Experiences First Human Touch Since Yesterday’s Peak Hour,"A businessman in central Tokyo has been touched by the warmth of another human body this morning while travelling to work for the first time since yesterday afternoon’s peak hour rush.
“There’s nothing quite like the loving but firm push of another middle-aged man,” said Taro Hatoyama.
“Especially one wearing immaculately clean white gloves.”
This heightened level of emotional connection is often only felt in metropolitan areas of Japan between man and dragon through the online mobile game Puzzle Dragon.
“It’s been too long since I’ve felt the heartbeat of another living soul pressed up against my body,” said Hatoyama.
“Every breath you take, every move you make, I can feel it in my solar plexus,” Hatoyama inwardly reflected about a man that was about three inches from his face.
Hatoyama was tightly compressed in between five other passengers continuously feeling at least one human touch for most of the 24-minute train journey.
[
]"
新宿駅構内で「K27番出口」を探していた男性、死亡,"2015年末から新宿駅構内でK27番出口を探していた外国人男性が、E46番出口の近くで死亡したことが分かった。
マイケル・レガートさん（42）は、2017年初めに1つ手前の角を間違えて曲がりK27番出口を見逃していた。
男性は、野生の苺や駅構内の自動販売機の下にあった小銭を集めて買ったコンビニのおにぎりなどで生き延びていた。
レガートさんは、小さい顔を長いひげとサングラスで隠していたため、警察はレガートさんに外国人登録証明書を提示することを要求しなかった。その結果、レガートさんは34カ月も観光ビザで滞在していた。
新宿警察署の担当者は「地元のホームレスだと思ったので気にも留めなかった」とコメントした。
レガートさんの功績は、8人のハーフの子供たちによって受け継がれる。
翻訳: Yuki",https://www.therisingwasabi.com/man-still-searching-for-shinjuku-station-exit-27k-dies-jp/,https://www.therisingwasabi.com/man-still-searching-for-shinjuku-station-exit-27k-dies/,Man Still Searching For Shinjuku Station Exit 27K Dies,"A man looking for Shinjuku Station exit 27K since late 2015 has passed away near exit 46E.
Michael Leggart tragically missed exit 27K in early 2017 by just one wrong turn.
The 42-year-old managed to stay alive on wild berries and onigiri bought from convenience stores with yen earned from begging.
Police failed to ask Leggart for his gaijin card as his small face was hidden behind sunglasses and a long beard, allowing him to overshoot his tourist visa by 34 months.
“We ignored him because we thought he was just a local homeless guy,” said Shinjuku police spokesman Naoto Ryotaka.
Michael Leggart is survived by his eight illegitimate “half” children.
[
]"
自己中な男性、85歳で幸せに引退,"自己中な男性は、国を犠牲にしてまでも、自身の奉仕の日々が終わりを迎えることを嬉しく思うと声明を発表した。
男性は記者会見で「85歳という年齢で引退させてもらえることを大変嬉しく思っている」と述べた。
男性は引退の理由として、心臓手術と前立腺癌の治療を受け、85歳になったことを挙げた。
「いや、それはないでしょ」と45歳の会社員男性は批判をした。
「その理由は十分じゃない。ただの言い訳。」とも言った。
国会は、昨年6月に男性が国への奉仕を放棄するために、1回限りの法律を制定した。
翻訳: Yuki 
Image: AAP",https://www.therisingwasabi.com/selfish-old-man-happy-to-retire-at-85-jp/,https://www.therisingwasabi.com/selfish-old-man-happy-to-retire-at-85/,Selfish Old Man Happy To Retire At 85,"A selfish elderly man has released a statement today
expressing his relief that his days of working is coming to an end at the
expense of his country.
“It gives me deep comfort that I can now go into retirement at
the sprightly age of 85,” the self-centered man said at a news conference.
The man indicated his wish to stop working just because he
had undergone heart surgery and treatment for prostate cancer, and was turning
85.
“Yeah, nah,” says 45-year-old salaryman.
“It’s just not good enough – that’s a pretty piss-poor
excuse.”
The Japanese Diet enacted a one-off law in June last year to allow the man to abandon his country.
Image: AAP
[
]"
ビデオ: 日本代表監督ハリルホジッチ、「プレッシャーを政府に向けるべき」,,https://www.therisingwasabi.com/video-japan-football-coach-wants-media-pressure-diverted-japanese/,https://www.therisingwasabi.com/video-japan-football-coach-wants-media-pressure-diverted-to-the-government/,VIDEO: Japan Football Coach Wants Media Pressure Diverted To The Government,
安倍首相「VS嵐」出演も大失敗,"安倍首相が２０日の「みんなのニュース」に生出演して安全保障関連法案について国民に
後、さらに「VS嵐」に出演した。
安倍内閣支持率が３９．３％、第２次政権発足以来低迷を極めており、テレビ出演で支持率を復活させるという計画だった。
だが、クリフクライムのゲームに大失敗し、上のほうまで登れたが、アドバイスを叫んだ視聴者の声を無視して、突然床に落下しました。
安倍首相の「VS嵐」に出演は悪影響を及ぼすだろうと専門家が判断している。
「ゲームの途中、嵐のリーダー大野智さんに安全保障関連法案を説明して混乱させた。大野さんがいつも通り喋らなかったが喋ったときに安倍首相が自分の目標に夢中になり、他人の声を聞かなかった。安倍首相の隣の相葉雅紀さんでも頭良く見えた。」と専門家が述べた。
今回のテレビ出演失敗を取り戻すために、安倍首相が「SASUKE2016」の出演を目指しトレーニングを始めると自民党（LDP）が発表した。",https://www.therisingwasabi.com/pm-vs-arashi-weather-the-storm-japanese/,https://www.therisingwasabi.com/pm-abe-vs-arashi-to-weather-the-storm/,PM Abe 「VS Arashi」To Weather The Storm,"PM Shinzo Abe appeared on the popular variety TV show ‘VS Arashi’ (VS嵐) yesterday after 
 the government’s new security bills on the Fuji Network’s ‘Everyone’s News’ (みんなのニュース) program.
The Japanese Prime Minister made the rare TV appearances in an effort to persuade the public of the advantages of war and reverse dropping approval ratings.
However, his performance on VS Arashi backfired during the Cliff Climb game, with the Prime Minister ignoring advice from the crowd and falling suddenly back to Earth.
Many political commentators have said the rare television appearance has only served to reveal the Prime Minister’s desperation.
“PM Abe was trying to explain the intricacies of changing the pacifist constitution to allow Japan to enter war while playing games with Arashi leader Satoshi Ono. Ono didn’t talk much as usual, but when he did speak the Prime Minister was only focused on his own agenda. The Prime Minister even made Masaki Aiba look smart,” one Japanese political commentator explained.
The governing LDP (Liberal Democratic Party) has announced that PM Abe will turn to competitive game shows to improve public support and begin training for next year’s Ninja Warrior TV series ‘SASUKE2016’.
[
]"
「自分が崇高で利他的であるため日本の若者を戦争に送りたい」：武藤貴也衆院議員,"SEALDs
若者や次世代の子供は戦争への参加を止めて、利己的に自分の社会の評判を危険にさらさないべきだと武藤貴也が述べた。政治家のように恐怖を利用し、近隣の関係が戦争の選択しかない。
「戦争に行けなんて誰も言ってい無いし思ってもいない。ただ、恐怖で民族が戦争に参加してくれる。」
「なぜ権利行使の限定容認が若者を戦場に送ることになるのか。そうはなりません。若者だけじゃなくて、次世代の子供も戦場に送ることになるだろう」と武藤貴也が述べた。
[
]",https://www.therisingwasabi.com/im-noble-and-selfless-so-i-want-to-send-the-youth-of-japan-to-war-mutou-takata-japanese/,https://www.therisingwasabi.com/im-being-selfless-for-wanting-to-send-people-to-war-takaya-muto/,‘I’m Being Selfless For Wanting To Send People To War’: Takaya Muto,"A ruling party lawmaker has earned widespread praise for his Twitter commentary outlining his selflessness for wanting to send the youth of Japan to war.
“The manifestation of a culture of selflessness throughout the government has been fostered by our elitist education,” said Takaya Muto, the 36-year-old Lower House member of the Liberal Democratic Party.
Muto made the comments while lambasting the Students Emergency Action for Liberal Democracy (SEALDs), an activist group organizing regular protests in front of the Diet building against new security laws, claiming that the desire for peace and the avoidance of sending people to war is “
”.
“These students need to stop selfishly risking their own public image by protesting against a government that is attempting to send Japan’s next generation into battle,” Muto wrote on Twitter.
“They need to start respecting their leaders and succumb to the fear being generated by the government to encourage war with neighbouring countries.”
[
]"
口を使って発言した熊本市議会議員に出席停止命令,"熊本市議会は、本会議で緒方夕佳議員（４３）が口を使って発言したため出席停止を命じた。緒方氏は昨年の定例市議会で、議場に乳児の長男を抱いて着席して厳重注意を受けていた。
男性議員らは舌打ちをしながら、無礼行為をした緒方議員に謝罪を求めた。
緒方氏が発言に備えて咳払いしたところ、会議は8時間中断した。
熊本市長の大西一史氏は「女性は権力に対して発言するために準備をする必要はない」と述べた。
さらに「自立した女性が自分の口を使って質問をするのは許されない。緒方議員は自身の過ちを認めるべきだ」と続けた。
熊本議会の男性議員らは、緒方議員が咳詰まりをしている姿を見て、大きな音を立てながらラーメンをすすり祝福した。
翻訳: Yuki

Image: YouTube/rkknews
[
]",https://www.therisingwasabi.com/kumamoto-councilwoman-ejected-from-hearing-for-using-mouth-to-speak-out-jp/,https://www.therisingwasabi.com/kumamoto-councilwoman-ejected-from-hearing-for-using-mouth-to-speak-out/,Kumamoto Councilwoman Ejected From Hearing For Using Mouth To Speak Out,"Kumamoto City councilwomen Yuka Ogata, 43, an assembly member who attracted attention last year for bringing her newborn son to the assembly, has been ejected from the municipal assembly hall during a plenary session of the city council for using her mouth to speak out.
Male members of the chamber shouted at Ogata to apologize for her insolence while they sucked on their teeth.
Ogata’s attempt at clearing her throat to speak her mind triggered an eight-hour suspension of the assembly as the issue was debated.
“Females shouldn’t be lubricating their mouths to challenge authority,” said Kumamoto City mayor Kazufumi Onishi.
“It’s unacceptable for a responsible woman to ask questions with her mouth. She needs to admit her fault.”
The majority of the Kumamoto council assemblymen celebrated the gagging of a woman post-debate by loudly slurping up bowls of ramen.
Image: YouTube/
[
]"
紙の自由、髪の自由に反論：作家の百田尚樹氏の両面作戦,"自民党の若手議員が立ち上げた勉強会（２５日）で、安倍晋三首相と親しい作家の百田尚樹氏がかみ
沖縄を始めとする、男性全員が自分自身のように美しいピカピカの頭になる方針を提案し、さらに「沖縄の二つの新聞紙は絶対つぶさなあかん」と髪と紙の両面作戦を発表した。
「かみは何も役に立つこともなく、邪魔になったり、苛立たせることしかしない」と百田尚樹氏を声明した。
「紙と髪をこらしめるには根本から切ればいい。文化人が経団連に働き掛けてほしい」との声が上がった。
安倍首相にも批判があり、髪が少しでも減らないと豆候補者に支援する可能性があると発言した。
「最近人望を集めている新候補者の豆候補者を支援すると考えています。豆候補者が素晴らしい頭をしていて、何も無駄なかみを持たない。」と百田尚樹氏は発表しました。

",https://www.therisingwasabi.com/im-not-a-fan-of-free-speech-or-free-hair-novelist-naoki-hyakuta-japanese/,https://www.therisingwasabi.com/i-oppose-free-speech-free-hair-novelist-naoki-hyakuta/,"I Oppose Free Speech, Free Hair: Novelist Naoki Hyakuta","Novelist Naoki Hyakuta has 
the values of free speech and free hair at an LDP conference yesterday organized by party members close to Prime Minister Shinzo Abe.
Hyakuta who boasts an immaculately shaved cranium said it was time to constrain the faculty of free speech and free hair, both prone to causing agitation.
Starting with Okinawa Prefecture, Hyakuta has proposed a preliminary scheme to reduce local newspapers by a total of two and men’s cranial hair by two per cent per annum.
“I’d like to see less debate and more shiny skulls, which will help reduce irritation in society,” announced Hyakata.
Hyakata was critical of Prime Minister Abe’s thick mane and hinted at shifting his support to parliamentary members showing signs of thinning on top."
北朝鮮、新攻撃ミサイルの目標が決まった：川内原発,"北朝鮮は発射体の目標として– 
– を定めてくれたことに、日本政府に感謝の意を発表した。
今まで、攻撃ミサイルは日本全般を目標に発射されたが、東日本大震災以降、全国初の再稼働となった川内原発は金正恩（キム・ジョンウン）に新たな焦点を与えた。
「日本政府の真の脅迫になるという期待に応えようと努力したが、この新たな目標により、さらに可能性は拡大するだろう」と金正恩（キム・ジョンウン）が発表した。
活火山が近くにあることと、運転開始から30年を超えての稼働で問題が起こる確率が高いという事から、北朝鮮は川内原発が崩壊する前にミサイル攻撃を急ぐことだろう。
[
]",https://www.therisingwasabi.com/pyongyang-settles-on-new-missile-target-japanese/,https://www.therisingwasabi.com/pyongyang-settles-on-new-missile-target-sendai-nuclear-plant/,Pyongyang Settles On New Missile Target: Sendai Nuclear Plant,"Pyongyang has publicly expressed gratitude to Japan’s ruling party for solidifying 
 for North Korea’s missile launches – the Sendai Nuclear Plant in Kagoshima Prefecture.
Until now the North Korean military has been firing missiles in Japan’s general direction but the relaunch of Japan’s first nuclear reactor since the 2011 Tohoku disaster has given North Korea’s supreme leader Kim Jong-un a real focal point.
“We’ve struggled to live up to the expectations of the Japanese Government of being an actual military threat but this will enhance our potential,” Kim Jong-un announced.
Pyongyang is now scrambling to attack the 30 year-old nuclear reactor before it is destroyed by the nearby highly active volcano or malfunctioning problems that have a high probability of occurring after lying unused for years.
[
]"
芸人が安保法案を議論する：政治家がお笑いに転職提案,"お笑い芸人やタレントが安保法制について
うえに、安部首相初め、他の自民党議員は転職を考えさせられ、漫才に転業をしようと考えている。
最近の法制に対してお笑いを非常にウケたため自民党議員は自信満々だが、ついに最高の秘策を早くも使ってしまった恐れがある　―　例えば、「戦争に参加できればより平和になる」や「原発は東日本大震災の前より安全だ」などの笑いを誘うギャグだ。
「お笑い芸人に転身する前に、既に爆笑必至の冗談を出してしまったことは非常に残念だが、戦争イコール平和や原発が安全というギャグの人気は息長く続くであろうと自信持っている。」と安倍芸人が発表した。
晋三安倍は自民党の麻生太郎副総理兼財務相（74）とコンビを作る予定で、「２本の矢」（３本には１本足りない）や「ダブルA-Studio」や「Asobe(遊べ)」などのコンビ名を考えている。
安倍芸人は国の重要な政策の議論を促進するはずの政治家の仕事をしているお笑い芸人の笑福亭鶴瓶、松本人志やSMAPの中居正広を熱心に見習う法案だ。
[
]",https://www.therisingwasabi.com/comedians-debate-constitutional-reform-japanese/,https://www.therisingwasabi.com/comedians-debate-constitutional-reform-drives-politicians-into-stand-up/,Comedians Debate Constitutional Reform: Drives Politicians Into Stand-Up,"Japanese comedians and celebrities have 
 the merit of altering the Japanese pacifist constitution forcing ruling LDP members to reconsider their career choices with PM Shinzo Abe and other cabinet members turning to stand up comedy.
The LDP is confident of a smooth transition having already attracted laughs with their recent policies, but are wary they may have used their best material too early – including the side-splitting jokes “enabling war will create more peace” and “nuclear reactors are safer now than they were before the 2011 Tohoku earthquake and tsunami”.
“It is regrettable that we let out some rippers before the transition to stand up comedy but I think we can salvage something from these gags,” Shinzo Abe announced.
Abe is planning to team up with Finance Minister Taro Aso to form a comedy duo naming themselves “The Two Arrows (One short of a 3-pack)”.
The new comedy duo will aim to emulate comedians Tsurube Shofukute and Hitoshi Matsumoto, and the SMAP boy-band celebrity Masahiro Nakai, who are now taking over the government’s job of facilitating debate of important national legislation.
[
]"
ごみ箱の2つの穴、1つのごみ袋につながる,"電車通勤者は、全国の駅で採用されている「2穴1袋システム」によって騙されていることが明らかになった。
川口晋二さんも被害者の一人である。今朝川口さんは、どちらの穴にペットボトルを捨てるべきか決めるために無駄な労力を消費した。
右の穴に「ペットボトル 」というラベルが貼られているにも関わらず、同じ穴が「カン」の穴のゴミ袋に繋がっていた。
「私は右の穴を選んだ」と川口さんは言う。
駅員は、2つのゴミ袋を付ける以外にもっと重要なことがあると証言した。
杉本亮一駅長は「利用客がこの2穴1袋システムに騙され続けているお陰で、もっと色々なものを指差すことに時間を割くことができる」と語った。
翻訳: Yuki

Image: TRW
[
]",https://www.therisingwasabi.com/two-holes-go-to-one-trash-bag-jp/,https://www.therisingwasabi.com/two-holes-go-to-one-trash-bag/,Two Holes Go To One Trash Bag,"Commuters in Japan continue to be hoodwinked by the two-hole-one-bag system employed at train stations across the country.
Local man Shinji Kawaguchi fell victim to the ruse in inner city Tokyo this morning wasting some genki deciding on which hole to insert his PET bottle.
Despite the right hole being labelled 「ペットボトル – plastic bottles」, this hole led to the same garbage bag as the 「カン – cans」 hole.
“I chose the right hole,” says Kawaguchi.
Train station staff say they have more important things to do besides putting two garbage bags in one bin.
“People continue to fall for the two-holes-one-bag trick,” says station master Ryoichi Sugimoto, “which thankfully gives us more time to point.”
Image: TRW
[
]"
サラリーマン、豪華なゴルフスウィングを傘で見せる,"東京に通勤するサラリーマンが、今日（11日）運のいい傍観者の前に黒い折り畳み傘で絶妙なゴルフスィングを見せた。
男性（53）は調子が良い、朝のラッシュアワーのピーク時にもかかわらず、ゴルフスイィング精一杯で何回も遂行した。
ゴルフにはまっている叔父さんを観察して感動した周辺の通勤者が多く、美しいゴルフスィングの前に立てると光栄に思った。
インコース後半にその日の働きの疲れの兆候があったが、辛抱強く一日中にわたってのプレイを達成した。
周りの見物人が静かになるくらいわくわくさせ、スーツ姿であんな流動性なプレイを見せて頂き、ぼうっとした鑑賞を味わった。
サラリーマンを正常労働時間の後前、雨の日に監視することができる。",https://www.therisingwasabi.com/salaryman-exhibits-gorgeous-golf-swing/,https://www.therisingwasabi.com/businessman-exhibits-gorgeous-golf/,Businessman Exhibits Gorgeous Golf Swing With Umbrella,"A salaryman commuting into Tokyo this morning showed off his exquisite golf swing with a black umbrella to a mass of lucky onlookers.
The man in his early fifties was in rare form as he managed to repeatedly perform a full golf swing despite the peak hour rush.
Spectators marvelled at the man’s commitment and were honoured to be in the presence of such an astonishing demonstration of golfing prowess.
The businessman came into trouble late in the back nine, showing glimpses of exhaustion after a long day in the office, but soldiered on to complete a full day’s play.
Crowds were largely wowed into silence, with the man receiving muted looks of amazement for his exhibition of incredible flexibility in a suit and tie.
The salaryman can be seen on the Metro course before and after business hours on rainy days all year round."
